year,stFips,cropCd,yieldDev
2004,19,81,0.05718806112086013
2005,19,81,0.12227575745459783
2006,19,81,0.06980667875764848
2007,19,81,0.09457227700167709
2008,19,81,-0.035629386690819664
2009,19,81,0.049344410525246636
2010,19,81,0.04033667942894103
2011,19,81,0.035471548911754906
2012,19,81,-0.10526306907652122
2013,19,81,-0.11481358377652653
1980,20,81,-0.3370872938243028
1981,20,81,0.24685921777395742
1982,20,81,0.06399476071545993
1983,20,81,-0.37207096931821954
1984,20,81,-0.3323133115643424
1985,20,81,0.17398839855470283
1986,20,81,0.2538656190278285
1987,20,81,0.23464484776184213
1988,20,81,-0.12836454190086452
1989,20,81,0.009154320445257809
1990,20,81,-0.11223749049380564
1991,20,81,-0.1805985838029039
1992,20,81,0.33563307885013305
1993,20,81,-0.024948825713046262
1994,20,81,0.23916248870217896
1995,20,81,-0.12513410708610592
1996,20,81,0.2799265402858047
1997,20,81,0.27074206301639575
1998,20,81,0.02061632947698605
1999,20,81,-0.021762315687305103
2000,20,81,-0.4241340740357234
2001,20,81,0.030691540033614823
2002,20,81,-0.29299292297176455
2003,20,81,-0.2772626706744975
2004,20,81,0.29417615136576697
2005,20,81,0.17412537872583453
2006,20,81,0.0003833048398220036
2007,20,81,0.02905177824382913
2008,20,81,0.14259758422734506
2009,20,81,0.34803084053835714
2010,20,81,-0.011826307580831079
2011,20,81,-0.22654802672994087
2012,20,81,-0.3529473284521789
2013,20,81,0.05896889679554724
1980,21,81,-0.13894612177662957
1981,21,81,0.0887415019089796
1982,21,81,0.1591303183360534
1983,21,81,-0.3928720977768673
1984,21,81,0.01681681637051618
1985,21,81,0.18926111487988906
1986,21,81,0.09650209020672579
1987,21,81,-0.11011453860905497
1988,21,81,-0.16444960143342305
1989,21,81,0.024975485037833867
1990,21,81,0.024737716538822698
1991,21,81,0.030421710526890286
1992,21,81,0.18477726585586848
1993,21,81,0.004411009634318569
1994,21,81,0.1326052254549277
1995,21,81,0.07071662970821638
1996,21,81,0.11337852355983635
1997,21,81,-0.003870095130471008
1998,21,81,-0.1468989883260824
1999,21,81,-0.4217059109775588
2000,21,81,0.07641892536133978
2001,21,81,0.0892242911579855
2002,21,81,-0.11321599367955419
2003,21,81,0.16128325888035822
2004,21,81,0.1590356237683539
2005,21,81,0.11703767041401766
2006,21,81,0.12869383505802176
2007,21,81,-0.3112521683533938
2008,21,81,-0.1378521368744388
2009,21,81,0.1844318637730989
2010,21,81,-0.17173136679073198
2011,21,81,-0.06135009794967776
2012,21,81,-0.04916623534970539
2013,21,81,0.16317534445297466
1980,26,81,0.08864334792735269
1981,26,81,-0.021418974098387684
1982,26,81,0.0001544441998574797
1983,26,81,0.035505945412970245
1984,26,81,-0.14858737751343434
1985,26,81,-0.012278962833398684
1986,26,81,-0.07610043604663154
1987,26,81,0.09658289274746734
1988,26,81,-0.1465358182268297
1989,26,81,0.06292991778368678
1990,26,81,0.12065511571779912
1991,26,81,0.11048358341616708
1992,26,81,-0.0455357556141399
1993,26,81,0.08764405059152537
1994,26,81,0.04858571867223989
1995,26,81,0.12180853547266222
1996,26,81,-0.20829356538254282
1997,26,81,0.05957418120143404
1998,26,81,0.0628092808934257
1999,26,81,0.07953157977084083
2000,26,81,-0.04232028158917173
2001,26,81,-0.20923719179077052
2002,26,81,0.00964609339869896
2003,26,81,-0.2857084413467386
2004,26,81,-0.027107803419908625
2005,26,81,-0.018492136406934163
2006,26,81,0.1619624444404713
2007,26,81,0.0006665573592455572
2008,26,81,-0.08244457133609787
2009,26,81,-0.016636353937677806
2010,26,81,0.06008305371681469
2011,26,81,0.0626037010793427
2012,26,81,0.02956464861273953
2013,26,81,0.0441581944562105
1980,27,81,-0.003212633112367224
1981,27,81,-0.014439399490477256
1982,27,81,0.06730551552013632
1983,27,81,0.009819075132555942
1984,27,81,-0.0009544292219925901
1985,27,81,-0.04895460866594585
1986,27,81,0.028389773754751373
1987,27,81,0.14675741428553507
1988,27,81,-0.25039307084143575
1989,27,81,0.06782381535326835
1990,27,81,0.10201662863872842
1991,27,81,0.01538613080471873
1992,27,81,-0.10987567269281465
1993,27,81,-0.4022301810040424
1994,27,81,0.09295071443718378
1995,27,81,0.09721688807886097
1996,27,81,0.020506530235406387
1997,27,81,0.04760749993470293
1998,27,81,0.11041560347314973
1999,27,81,0.10090693979035319
2000,27,81,0.05858210055233193
2001,27,81,-0.0463062334087396
2002,27,81,0.11143748827722269
2003,27,81,-0.18338191960883435
2004,27,81,-0.18812445555445426
2005,27,81,0.13278217565585412
2006,27,81,0.09971955778807515
2007,27,81,0.04607509659600983
2008,27,81,-0.07406779490556413
2009,27,81,-0.03296310633779531
2010,27,81,0.07806660016453122
2011,27,81,-0.06960793902063142
2012,27,81,0.030984817700699895
2013,27,81,-0.04056607879849933
1980,29,81,-0.09689484083344453
1981,29,81,0.09725885131454756
1982,29,81,0.08870437420623686
1983,29,81,-0.29231005559097173
1984,29,81,-0.2904680910545172
1985,29,81,0.20629676241828077
1986,29,81,0.09455787934387291
1987,29,81,0.08862840276531438
1988,29,81,-0.11221945673170523
1989,29,81,-0.06934125871483506
1990,29,81,-0.016000199601386184
1991,29,81,-0.01572964512342612
1992,29,81,0.21602754625454207
1993,29,81,-0.10597683655703866
1994,29,81,0.19030462629739983
1995,29,81,-0.09894093103102873
1996,29,81,0.12776813096891257
1997,29,81,0.08673919715399726
1998,29,81,0.0049504811670398295
1999,29,81,-0.18790928862101017
2000,29,81,0.0014849613871140636
2001,29,81,0.09633809477271628
2002,29,81,-0.02962989307027879
2003,29,81,-0.16727965821548182
2004,29,81,0.2591555290299351
2005,29,81,0.02422759974586979
2006,29,81,0.041185168062589615
2007,29,81,0.01821900949844296
2008,29,81,-0.005862814285265883
2009,29,81,0.15361952851397168
2010,29,81,0.08267554263293767
2011,29,81,-0.06745732309666846
2012,29,81,-0.23947110288493637
2013,29,81,-0.09501984401729349
1980,31,81,-0.005779254463828004
1981,31,81,0.22544045478793834
1982,31,81,0.12164599995365477
1983,31,81,-0.09947692201907093
1984,31,81,-0.1997870866976776
1985,31,81,0.08799603078016652
1986,31,81,0.12144192743892825
1987,31,81,0.02605863799483026
1988,31,81,-0.14611497218707062
1989,31,81,-0.10536125896307248
1990,31,81,-0.054716531231904425
1991,31,81,-0.09833592316579513
1992,31,81,0.11008938964440852
1993,31,81,-0.0866604628663312
1994,31,81,0.20175079332798942
1995,31,81,-0.16988390347539542
1996,31,81,0.11272471974614041
1997,31,81,-0.01586339177862225
1998,31,81,0.05259022089969196
1999,31,81,0.0019996371210273395
2000,31,81,-0.1222109811455781
2001,31,81,0.041090580140341525
2002,31,81,-0.14604160209261868
2003,31,81,-0.10197638353146177
2004,31,81,0.005456268975672626
2005,31,81,0.08980553873282894
2006,31,81,0.06413073166341034
2007,31,81,0.07299441402649935
2008,31,81,-0.03826184168438375
2009,31,81,0.111468048370904
2010,31,81,0.0546555067247336
2011,31,81,0.06749375933057099
2012,31,81,-0.19017407504810577
2013,31,81,0.024387397954944365
1980,37,81,-0.19784990655585827
1981,37,81,0.11243547879474008
1982,37,81,0.11127677884457493
1983,37,81,-0.15412490154785763
1984,37,81,0.11250818889937873
1985,37,81,-0.052764875757062256
1986,37,81,-0.03705452138800678
1987,37,81,-0.005151138864178475
1988,37,81,0.0806373713406088
1989,37,81,0.08036354415064917
1990,37,81,-0.0565561666908588
1991,37,81,0.15195887945226863
1992,37,81,0.03442052172843264
1993,37,81,-0.12816291025253532
1994,37,81,0.15825394018879047
1995,37,81,-0.10973887156803622
1996,37,81,0.0526422144682419
1997,37,81,0.029240012924162513
1998,37,81,-0.04375613186000674
1999,37,81,-0.22072720411446828
2000,37,81,0.1386900867262059
2001,37,81,0.11619125611395295
2002,37,81,-0.20330262065679436
2003,37,81,0.009783976027151321
2004,37,81,0.1492487169878552
2005,37,81,-0.09779244216548902
2006,37,81,0.07161021309958926
2007,37,81,-0.29635971393471133
2008,37,81,0.07683071615097216
2009,37,81,0.08016193767010754
2010,37,81,-0.17513967197436972
2011,37,81,-0.03788594132759664
2012,37,81,0.24366625084797106
2013,37,81,0.0067476959325378765
1980,38,81,-0.2839195116265294
1981,38,81,0.16436055391098597
1982,38,81,-0.14051424796802778
1983,38,81,0.09730630987916915
1984,38,81,-0.07153517120036816
1985,38,81,0.030181213007384734
1986,38,81,0.3838657354247718
1987,38,81,0.27141803902562756
1988,38,81,-0.3533450027553545
1989,38,81,-0.16386561610772282
1990,38,81,-0.017263713163999824
1991,38,81,0.14257473754864203
1992,38,81,-0.0796538111132618
1993,38,81,-0.4347437761273767
1994,38,81,0.07996503050338938
1995,38,81,0.017011288509568675
1996,38,81,0.03173808744360984
1997,38,81,0.035742973339412426
1998,38,81,0.10308597629003895
1999,38,81,0.20553209725326244
2000,38,81,0.07036869583909422
2001,38,81,0.1182098345415311
2002,38,81,0.09472466804714035
2003,38,81,-0.06354339406191188
2004,38,81,-0.27679708519455765
2005,38,81,0.17381475194370954
2006,38,81,0.012890551713285795
2007,38,81,0.12488311785976265
2008,38,81,-0.11888339057635192
2009,38,81,-0.06194586432537685
2010,38,81,0.053842339752469694
2011,38,81,-0.11165576908737965
2012,38,81,0.05349390952865554
2013,38,81,-0.0940843794951352
1980,39,81,0.09742806567174218
1981,39,81,-0.14581022537295088
1982,39,81,0.0660919920112453
1983,39,81,-0.057530952995529294
1984,39,81,0.05953111985727968
1985,39,81,0.189959213213696
1986,39,81,0.14643600120134395
1987,39,81,0.030042390649446703
1988,39,81,-0.28639602836610445
1989,39,81,-0.1371749447587868
1990,39,81,0.05501446547214477
1991,39,81,-0.03950368624752843
1992,39,81,0.043572949362463635
1993,39,81,-0.010784117127008865
1994,39,81,0.1278174271287949
1995,39,81,-0.028042439544710814
1996,39,81,-0.11213779343127789
1997,39,81,0.10402443182666317
1998,39,81,0.09225137512717738
1999,39,81,-0.13304324139291032
2000,39,81,0.020806112821707638
2001,39,81,-0.015896338850370666
2002,39,81,-0.24129554089437882
2003,39,81,-0.09493268942781102
2004,39,81,0.09149120442713357
2005,39,81,0.037044165746233385
2006,39,81,0.07030657386998143
2007,39,81,0.06424173911147485
2008,39,81,-0.19440085779528085
2009,39,81,0.08607514844839631
2010,39,81,0.05618212627871884
2011,39,81,0.04624436735316589
2012,39,81,-0.028242769325365943
2013,39,81,0.0459495348922428
1980,40,81,-0.5497145165521089
1981,40,81,0.21163184159443385
1982,40,81,-0.12342922642576662
1983,40,81,-0.18671370491070627
1984,40,81,-0.09737842217428795
1985,40,81,0.07483478213702797
1986,40,81,-0.030998556238217404
1987,40,81,0.23135498451286243
1988,40,81,-0.14303358855902998
1989,40,81,0.16203357253237674
1990,40,81,-0.06125234493459903
1991,40,81,0.09829868268017268
1992,40,81,0.3033043102043789
1993,40,81,0.12096221403824531
1994,40,81,0.5508613585946953
1995,40,81,-0.05224212927726733
1996,40,81,0.23032741613135138
1997,40,81,0.44569148360423805
1998,40,81,-0.35557403171260965
1999,40,81,-0.29702649933052194
2000,40,81,-0.5138505928594751
2001,40,81,-0.4277413113711992
2002,40,81,0.17965039658007956
2003,40,81,0.14911276377879285
2004,40,81,0.32002737614530813
2005,40,81,0.1809581363434588
2006,40,81,-0.43113963194065097
2007,40,81,0.1847093926294329
2008,40,81,0.07881241282475186
2009,40,81,0.4268645664549481
2010,40,81,0.13168964953244244
2011,40,81,-0.6280738594578849
2012,40,81,-0.5602599332385689
2013,40,81,0.3752839480280031
1980,46,81,-0.0035831081128860362
1981,46,81,0.09637874921533132
1982,46,81,0.12438891891709082
1983,46,81,-0.026620446038089954
1984,46,81,-0.17764976255453252
1985,46,81,0.1536161499152832
1986,46,81,0.07796856765400173
1987,46,81,0.14313839098618217
1988,46,81,-0.17456772568211362
1989,46,81,-0.11082228144771841
1990,46,81,-0.05859966072628883
1991,46,81,-0.10557024457304558
1992,46,81,-0.08667087733994072
1993,46,81,-0.314153652338942
1994,46,81,0.22266728295834926
1995,46,81,-0.052716381034028086
1996,46,81,0.07073155614294907
1997,46,81,0.08552960317337123
1998,46,81,0.19710492520630732
1999,46,81,0.10097338072212525
2000,46,81,0.0594191260488987
2001,46,81,-0.041541315669011834
2002,46,81,-0.10991600799355948
2003,46,81,-0.19761544732278383
2004,46,81,-0.013676890839569036
2005,46,81,-0.0006833535732489544
2006,46,81,-0.051200453626022754
2007,46,81,0.18680697866740187
2008,46,81,-0.055132586771867366
2009,46,81,0.15066081249697766
2010,46,81,0.0307953623617865
2011,46,81,0.0010501976654297598
2012,46,81,-0.18184102855023335
2013,46,81,0.06498221307015695
1980,48,81,-0.15739533782285506
1981,48,81,-0.19779359959357062
1982,48,81,-0.021885533620751216
1983,48,81,-0.12665168156614562
1984,48,81,0.12288315922093083
1985,48,81,-0.03749050496549946
1986,48,81,-0.22671603136203589
1987,48,81,0.04886851323218157
1988,48,81,0.11404287445283459
1989,48,81,0.056389104473977235
1990,48,81,-0.03611791400031794
1991,48,81,0.24127144594567052
1992,48,81,0.36363873919317
1993,48,81,-0.28251542095977494
1994,48,81,0.35433651143473743
1995,48,81,0.016128607361444218
1996,48,81,0.024539889630954822
1997,48,81,0.12826433815841776
1998,48,81,-0.4290102410290547
1999,48,81,0.08451207428565106
2000,48,81,0.02314846733477626
2001,48,81,-0.049319395496652776
2002,48,81,0.05411694260044342
2003,48,81,0.1326536784369966
2004,48,81,0.2575517775748799
2005,48,81,-0.029510728927286425
2006,48,81,-0.30260930916523954
2007,48,81,0.5313134085032034
2008,48,81,-0.07942991278827073
2009,48,81,-0.06904296627002073
2010,48,81,0.14042474137161307
2011,48,81,-0.5635919576926387
2012,48,81,-0.03685933541406128
2013,48,81,-0.048166065298492496
1980,55,81,0.03856067761253
1981,55,81,0.028747200752856184
1982,55,81,-0.0736895684772372
1983,55,81,0.06785337702131963
1984,55,81,-0.11182562437911793
1985,55,81,-0.1707634203874583
1986,55,81,0.04417647230022196
1987,55,81,0.09059662254997335
1988,55,81,-0.3890218601801359
1989,55,81,0.04698913185616521
1990,55,81,0.1496238939275874
1991,55,81,0.15103535163997187
1992,55,81,-0.17219325776947145
1993,55,81,-0.05753694587571925
1994,55,81,0.15735998254997988
1995,55,81,0.131480378696453
1996,55,81,-0.05396370694932023
1997,55,81,0.13303163012221816
1998,55,81,0.19262186136513176
1999,55,81,0.1641352112024826
2000,55,81,0.00790447170394238
2001,55,81,-0.06333953567064199
2002,55,81,0.11023215814365765
2003,55,81,-0.3112563530473206
2004,55,81,-0.16082828348734446
2005,55,81,0.07460028792184284
2006,55,81,0.07882905821224809
2007,55,81,-0.023760267731068197
2008,55,81,-0.16202158822552556
2009,55,81,-0.04444367397198242
2010,55,81,0.19621997477532999
2011,55,81,0.09213894312856673
2012,55,81,-0.0330950859317407
2013,55,81,-0.13355707837046044
1980,6,21,-0.035050618504356555
1981,6,21,0.08842686384643442
1982,6,21,0.040890589451290225
1983,6,21,-0.053728913820590515
1984,6,21,-0.060957591814793814
1985,6,21,0.04972903006828862
1986,6,21,-0.006990266347978766
1987,6,21,0.13435844008065978
1988,6,21,-0.09911756349396376
1989,6,21,0.07538858284655131
1990,6,21,0.040896755437473196
1991,6,21,0.06963712947946712
1992,6,21,0.14712300048974863
1993,6,21,0.11001525534101904
1994,6,21,-0.01864190194073225
1995,6,21,-0.2210566964879127
1996,6,21,-0.07451396873023239
1997,6,21,-0.04896409628931486
1998,6,21,-0.3283240382762715
1999,6,21,-0.03302504755142478
2000,6,21,0.0344891622857645
2001,6,21,0.019381784902557753
2002,6,21,0.08869007144992588
2003,6,21,-0.04034985834703832
2004,6,21,0.13661873752105722
2005,6,21,-0.13344829994603233
2006,6,21,-0.08726843363471143
2007,6,21,0.09415281789594193
2008,6,21,-0.044007082192273894
2009,6,21,0.06890177797402533
2010,6,21,-0.07742013949846442
2011,6,21,-0.026227022851638332
2012,6,21,0.12641274139772882
2013,6,21,0.07233387972389031
1980,13,21,-0.5063186476761542
1981,13,21,-0.15671287448328325
1982,13,21,0.34706980526886544
1983,13,21,-0.14610926614045153
1984,13,21,0.43905718116822257
1985,13,21,0.2743729178663843
1986,13,21,-0.29201640138012913
1987,13,21,0.1417649606422628
1988,13,21,-0.12408814651737902
1989,13,21,0.04951421396385619
1990,13,21,-0.08911170978998194
1991,13,21,0.3166828076698497
1992,13,21,0.24606309537387433
1993,13,21,-0.09759808270929542
1994,13,21,0.2926385675007038
1995,13,21,-0.052932461158846034
1996,13,21,0.11690748610582231
1997,13,21,-0.056118273444750615
1998,13,21,-0.21545203668158763
1999,13,21,-0.26857903591105264
2000,13,21,-0.2509982369032895
2001,13,21,-0.008671749654084614
2002,13,21,-0.2867226611243253
2003,13,21,0.04815125193914093
2004,13,21,-0.1134513124336572
2005,13,21,0.10039543170811083
2006,13,21,0.031114553571755486
2007,13,21,-0.017052321145413434
2008,13,21,0.023907914614316197
2009,13,21,0.10375443850955121
2010,13,21,-0.009486337756223645
2011,13,21,-0.10982819788486099
2012,13,21,0.2864789235032971
2013,13,21,-0.01375266931576274
1982,20,21,-0.2772529956204502
1983,20,21,0.619552612365937
1984,20,21,0.10057020745786188
1985,20,21,0.3414259035163332
1986,20,21,0.4412440494421628
1987,20,21,1.0606841438829637
1988,20,21,0.4933225454772555
1989,20,21,-0.733737315880101
1990,20,21,-0.12406468740795837
1991,20,21,0.15091287118363153
1992,20,21,-0.8659459714935511
1993,20,21,-0.40360654630527515
1994,20,21,0.2971589221444224
1995,20,21,-0.6201476703111244
1996,20,21,0.2570600295937117
1997,20,21,-0.04201960790547902
1998,20,21,0.036563339303416834
1999,20,21,-0.19148692073880688
2000,20,21,-0.34921495041064166
2001,20,21,-0.16004529983480711
2002,20,21,0.040273035081711504
2003,20,21,0.04807237962466349
2004,20,21,-0.15198483919006678
2005,20,21,0.17010825329292828
2006,20,21,-0.02627773490778479
2007,20,21,0.13016497764352739
2008,20,21,-0.12393779991030014
2009,20,21,0.22252765781479358
2010,20,21,0.37086399997662495
2011,20,21,-0.28415732465326765
2012,20,21,0.010608223318038342
2013,20,21,0.13835802342286138
1980,29,21,-0.19362825522604377
1981,29,21,-0.2559653402995597
1982,29,21,0.3654241908269486
1983,29,21,-0.328954058071104
1984,29,21,0.0917821116901232
1985,29,21,0.24096263100615697
1986,29,21,-0.015640135154587825
1987,29,21,0.4276634994452865
1988,29,21,0.04705493458639436
1989,29,21,0.02198732656556284
1990,29,21,-0.0007515198949681149
1991,29,21,-0.009222668226723471
1992,29,21,0.2039889715148058
1993,29,21,-0.20934929925962908
1994,29,21,0.23426724683512942
1995,29,21,-0.2356158745783179
1996,29,21,0.017190426461245217
1997,29,21,-0.0632072806248848
1998,29,21,-0.39517751305245935
1999,29,21,-0.224227975116235
2000,29,21,-0.1759434447200777
2001,29,21,0.0242914397863083
2002,29,21,-0.06260266613945217
2003,29,21,0.00023787623181369455
2004,29,21,0.22248349727146277
2005,29,21,0.07666423887674828
2006,29,21,0.05861016278988766
2007,29,21,0.05926103478157658
2008,29,21,0.17873650056242027
2009,29,21,-0.0642349143370222
2010,29,21,0.09967415646369011
2011,29,21,-0.0344530506563338
2012,29,21,0.002374415126606246
2013,29,21,-0.09391581656110747
1980,37,21,-0.21988342143178233
1981,37,21,0.10898061523214744
1982,37,21,0.36269502417716165
1983,37,21,-0.33419937284738666
1984,37,21,0.12613533346592065
1985,37,21,0.1863557202156216
1986,37,21,0.1631205396911195
1987,37,21,-0.12374517387854589
1988,37,21,-0.11084558158775287
1989,37,21,0.04104357582083278
1990,37,21,0.06253917815438537
1991,37,21,0.10985276961943898
1992,37,21,-0.03461832246422636
1993,37,21,-0.15247214493071584
1994,37,21,0.29220244441809745
1995,37,21,-0.26142840605568485
1996,37,21,-0.0075396365089658215
1997,37,21,-0.027886253139640067
1998,37,21,0.025862477438481052
1999,37,21,-0.351915080847048
2000,37,21,0.05755288748471084
2001,37,21,0.1692472262038761
2002,37,21,-0.427313971862285
2003,37,21,-0.15739224866884025
2004,37,21,0.20854375127527547
2005,37,21,0.12758625854081815
2006,37,21,-0.06862211032360326
2007,37,21,-0.026109858293784854
2008,37,21,0.0770981560258055
2009,37,21,0.23142741417114013
2010,37,21,0.03264295638291763
2011,37,21,-0.24876354977905835
2012,37,21,0.21835046651127957
2013,37,21,-0.030277020576465453
1980,40,21,-0.3622817931485603
1981,40,21,0.437658122561522
1982,40,21,0.007566077173566968
1983,40,21,-0.1173498841744621
1984,40,21,-0.19460146773078413
1985,40,21,0.3856615142003144
1986,40,21,-0.0903500492187835
1987,40,21,0.4455120636750431
1988,40,21,0.06299075501087231
1989,40,21,-0.2704759724561552
1990,40,21,0.5181112088414274
1991,40,21,-0.20189719945500362
1992,40,21,-0.19459430226772542
1993,40,21,0.005197590954993943
1994,40,21,-0.08177585410666349
1995,40,21,-0.5787961748464997
1996,40,21,-0.41490469951456554
1997,40,21,0.1282484298198396
1998,40,21,0.05136630360081443
1999,40,21,-0.2970198374340337
2000,40,21,-0.37942724134613653
2001,40,21,-0.18570547898115708
2002,40,21,0.13923095227381227
2003,40,21,0.2904145098411798
2004,40,21,0.43495352787051006
2005,40,21,0.4310225712546063
2006,40,21,-0.3670937010280966
2007,40,21,0.5687247901085469
2008,40,21,0.4750385247265382
2009,40,21,0.4596211453306246
2010,40,21,0.36174556855715884
2011,40,21,-0.8109003929710352
2012,40,21,-0.5502179211118579
2013,40,21,-0.1078112316750542
1980,48,21,-0.3248328469244444
1981,48,21,0.18029085464449482
1982,48,21,-0.28459941165523356
1983,48,21,-0.10010889983317511
1984,48,21,0.017978855945163554
1985,48,21,0.13731454480820335
1986,48,21,-0.24901202585420742
1987,48,21,0.3834481815474753
1988,48,21,0.2856269413440952
1989,48,21,-0.14411689589884766
1990,48,21,0.20550240595064315
1991,48,21,-0.022328720391769072
1992,48,21,-0.2285133181675203
1993,48,21,0.16683779207804958
1994,48,21,0.13031788567294975
1995,48,21,-0.1394107950784348
1996,48,21,-0.07151295399662656
1997,48,21,0.11868763454291498
1998,48,21,-0.25477770380586445
1999,48,21,-0.04638601847041715
2000,48,21,-0.2937951090214125
2001,48,21,-0.1965855381949136
2002,48,21,0.0038263021353560204
2003,48,21,-0.14798645982239497
2004,48,21,0.43095091382818645
2005,48,21,0.5134315268994526
2006,48,21,-0.04383105202752029
2007,48,21,0.7493716136966759
2008,48,21,-0.08534963982927465
2009,48,21,-0.06150949602759855
2010,48,21,0.4139141901544485
2011,48,21,-0.5380571790243801
2012,48,21,-0.2537776591042184
2013,48,21,-0.2835491161753201
1980,6,11,-0.07098791299384952
1981,6,11,0.00811524758011575
1982,6,11,-0.07991405190541503
1983,6,11,-0.203258455350044
1984,6,11,-0.0038334559243588984
1985,6,11,0.10268420757773263
1986,6,11,0.011632813098492614
1987,6,11,0.02626127991265632
1988,6,11,0.1502492773427826
1989,6,11,0.06777378644453916
1990,6,11,0.06346756480252715
1991,6,11,0.13756506844346367
1992,6,11,0.045324486800321855
1993,6,11,0.11435782958599625
1994,6,11,0.07593371143941403
1995,6,11,-0.19632781304445793
1996,6,11,0.07263513215513721
1997,6,11,0.042119352266154306
1998,6,11,-0.05937975645190455
1999,6,11,0.07673545709931517
2000,6,11,-0.007137054195069854
2001,6,11,-0.014052212747493005
2002,6,11,-0.10898065698356059
2003,6,11,-0.2547601393218311
2004,6,11,-0.04114601911836571
2005,6,11,-0.09745027457525021
2006,6,11,-0.2535707919408502
2007,6,11,-0.13370142277480332
2008,6,11,0.11935047754385272
2009,6,11,0.05876628578818553
2010,6,11,0.010592306819023853
2011,6,11,0.2216838653917284
2012,6,11,0.09855116930584307
2013,6,11,0.02262187358131664
1980,8,11,0.05429805423696512
1981,8,11,-0.14996537887309186
1982,8,11,-0.1386661439167593
1983,8,11,0.07236580610130469
1984,8,11,0.007290577830490613
1985,8,11,0.25226313129945277
1986,8,11,-0.026580413552416807
1987,8,11,0.04495349010733185
1988,8,11,0.05576212637387406
1989,8,11,-0.24156714510897537
1990,8,11,0.07442927084332117
1991,8,11,-0.049789503841623256
1992,8,11,-0.07035762689798167
1993,8,11,0.15827391951089265
1994,8,11,-0.08360455598898196
1995,8,11,0.2115128375221784
1996,8,11,-0.110052503460378
1997,8,11,-0.0018755541086057186
1998,8,11,0.24415142848394233
1999,8,11,0.36590054542134676
2000,8,11,-0.05340266245403298
2001,8,11,-0.025069445942560043
2002,8,11,-0.4581421373814551
2003,8,11,0.0035531303169069705
2004,8,11,-0.31634695208344316
2005,8,11,-0.290375196085783
2006,8,11,-0.3544651393759061
2007,8,11,0.24466093557432
2008,8,11,-0.08065192796333039
2009,8,11,0.2898015014483059
2010,8,11,0.4722705938539765
2011,8,11,0.1759046363660602
2012,8,11,0.06712993552228265
2013,8,11,-0.34360860080897077
1980,13,11,-0.019156301021268772
1981,13,11,0.30123462067071427
1982,13,11,-0.004931602956429017
1983,13,11,-0.06050060243447935
1984,13,11,-0.00253412102143562
1985,13,11,-0.14236699620976598
1986,13,11,-0.2373398690784806
1987,13,11,-0.1824030491777786
1988,13,11,0.17315755092660542
1989,13,11,-0.12590605960590015
1990,13,11,-0.01319333249593305
1991,13,11,-0.13304935396481965
1992,13,11,0.23786776805824356
1993,13,11,0.0466270610592523
1994,13,11,0.411924081360325
1995,13,11,-0.012927442639679963
1996,13,11,0.25710797507383604
1997,13,11,0.15547532223502483
1998,13,11,0.06289583269820596
1999,13,11,-0.04135501978421895
2000,13,11,0.06502446967231124
2001,13,11,0.040352527720349196
2002,13,11,-0.2913473188268601
2003,13,11,-0.18790887218429267
2004,13,11,-0.24781852111347008
2005,13,11,-0.24868676407852633
2006,13,11,-0.2646674498354207
2007,13,11,-0.2683295302449507
2008,13,11,0.3299707424859502
2009,13,11,-0.12388742209408479
2010,13,11,-0.18933075073404487
2011,13,11,0.23696581448100007
2012,13,11,0.08760710707054678
2013,13,11,0.3930477941830174
1980,17,11,0.22225422497268252
1981,17,11,0.22013008016463814
1982,17,11,0.03983506585104846
1983,17,11,0.008751770905219412
1984,17,11,-0.06442824153785898
1985,17,11,0.019193538442948077
1986,17,11,-0.3551265845360561
1987,17,11,0.1672299712459029
1988,17,11,0.17285079967253136
1989,17,11,0.26466567956496095
1990,17,11,-0.04805994044832478
1991,17,11,-0.41129277610136783
1992,17,11,-0.08365014119022679
1993,17,11,-0.12713683523875424
1994,17,11,-0.08639159694216228
1995,17,11,-0.05282557452054773
1996,17,11,-0.4851313001427928
1997,17,11,0.16052420904553838
1998,17,11,-0.08637859341100969
1999,17,11,0.13047279390785932
2000,17,11,0.06832209827718509
2001,17,11,0.11998548442591546
2002,17,11,-0.11587716178185416
2003,17,11,0.1573559588301576
2004,17,11,0.06615274386549404
2005,17,11,0.06104754411227966
2006,17,11,0.1840340908124506
2007,17,11,-0.12567244271062875
2008,17,11,0.0835806174453821
2009,17,11,-0.05584708225809442
2010,17,11,-0.13443308536686657
2011,17,11,-0.0020693786550599774
2012,17,11,0.0423132116958578
2013,17,11,0.06482178429717095
1980,18,11,0.19305958929549716
1981,18,11,0.10607389138895257
1982,18,11,-0.0782596473223959
1983,18,11,0.08174325345306849
1984,18,11,-0.024925939719407382
1985,18,11,0.11789747459482736
1986,18,11,-0.237532435605321
1987,18,11,0.03974157147356074
1988,18,11,-0.08202001163933335
1989,18,11,0.1967710250909451
1990,18,11,0.02392588357879373
1991,18,11,-0.2893599047015088
1992,18,11,-0.3548943930671368
1993,18,11,-0.016580390446512466
1994,18,11,0.13102331482660207
1995,18,11,0.11512971807978013
1996,18,11,-0.3749110357976771
1997,18,11,-0.0010886245037377393
1998,18,11,-0.03675035041162279
1999,18,11,0.13790664346997764
2000,18,11,0.17298800287920787
2001,18,11,0.13362995069469066
2002,18,11,-0.13818934071007777
2003,18,11,0.11841408420768741
2004,18,11,0.05250242561574316
